molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL1501880,CC(=O)c1cc2c(ccc3ccccc32)oc1=O,IC50,=,2010.0,nM
CHEMBL1830816,CCOC(=O)c1cc2ccc(OCc3ccc(C(C)(C)C)cc3)cc2oc1=O,IC50,=,3750.0,nM
CHEMBL1830828,O=C(O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,IC50,=,8620.0,nM
CHEMBL1830830,O=C(NNc1ccccc1)c1cc2ccccc2oc1=O,IC50,=,4520.0,nM
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,IC50,=,7540.0,nM
CHEMBL149463,CC(=O)c1cc2ccccc2oc1=O,IC50,=,14450.0,nM
CHEMBL1830809,CCOC(=O)c1cc2cc(O)ccc2oc1=O,IC50,=,10060.0,nM
CHEMBL1830795,CC(=O)c1cc2cc(Cl)ccc2oc1=O,IC50,=,17720.0,nM
CHEMBL1411619,COc1ccc2cc(C(C)=O)c(=O)oc2c1,IC50,=,15400.0,nM
CHEMBL568385,CCOC(=O)c1cc2ccc(OC)cc2oc1=O,IC50,=,23460.0,nM
CHEMBL1830808,CCOC(=O)c1cc2cccc(O)c2oc1=O,IC50,=,14810.0,nM
CHEMBL1830801,CCN(CC)c1ccc2cc(C(=O)c3ccccc3)c(=O)oc2c1,IC50,=,23840.0,nM
CHEMBL1830824,O=C(O)c1cc2cc(I)cc(I)c2oc1=O,IC50,=,17780.0,nM
CHEMBL1830811,CCOC(=O)c1cc2cc(Cl)cc(Br)c2oc1=O,IC50,=,17510.0,nM
CHEMBL1830800,O=C(c1ccccc1)c1cc2cc(O)ccc2oc1=O,IC50,=,17970.0,nM
CHEMBL1830810,CCOC(=O)c1cc2cc(OC)ccc2oc1=O,IC50,=,21630.0,nM
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,=,61350.0,nM
CHEMBL326294,O=C1Nc2ccccc2C1=O,IC50,=,18750.0,nM
CHEMBL256699,CCOC(=O)c1cc2ccc(N(CC)CC)cc2oc1=O,IC50,=,45520.0,nM
CHEMBL379350,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,IC50,=,18070.0,nM
CHEMBL1830799,O=C(c1ccccc1)c1cc2cccc(O)c2oc1=O,IC50,=,27110.0,nM
CHEMBL1830792,CC(=O)c1cc2cccc(O)c2oc1=O,IC50,=,42130.0,nM
CHEMBL1830793,CC(=O)c1cc2cc(O)ccc2oc1=O,IC50,=,64170.0,nM
CHEMBL1830834,O=C(NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc2ccccc2oc1=O,IC50,=,56120.0,nM
CHEMBL1830814,CCOC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,IC50,=,7.01,nM
CHEMBL1830829,NNC(=O)c1cc2ccccc2oc1=O,IC50,=,3.22,nM
CHEMBL1830817,CCOC(=O)c1cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2oc1=O,IC50,=,9.47,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,19.6,nM
CHEMBL1830818,CCOC(=O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,IC50,=,21.47,nM
CHEMBL1830815,CCOC(=O)c1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,IC50,=,61.2,nM
CHEMBL1830129,O=C(/C=C/c1ccccc1)Nc1ccccc1,IC50,=,5650.0,nM
CHEMBL1830130,Cc1cccc(NC(=O)/C=C/c2ccccc2)c1,IC50,=,4500.0,nM
CHEMBL1830131,O=C(/C=C/c1ccccc1)Nc1cccc(Cl)c1,IC50,=,532.0,nM
CHEMBL1830132,O=C(/C=C/c1ccccc1)Nc1cccc(Br)c1,IC50,=,447.0,nM
CHEMBL1830133,O=C(/C=C/C=C/c1ccccc1)Nc1ccccc1,IC50,=,5160.0,nM
CHEMBL1830134,Cc1cccc(NC(=O)/C=C/C=C/c2ccccc2)c1,IC50,=,6650.0,nM
CHEMBL1830135,O=C(/C=C/C=C/c1ccccc1)Nc1cccc(Cl)c1,IC50,=,2200.0,nM
CHEMBL1830136,O=C(/C=C/C=C/c1ccccc1)Nc1cccc(Br)c1,IC50,=,2730.0,nM
CHEMBL1830137,O=C(C/C=C/c1ccccc1)Nc1ccccc1,IC50,=,33200.0,nM
CHEMBL1830138,Cc1cccc(NC(=O)C/C=C/c2ccccc2)c1,IC50,=,48100.0,nM
CHEMBL1830139,O=C(C/C=C/c1ccccc1)Nc1cccc(Cl)c1,IC50,=,23500.0,nM
CHEMBL1830140,O=C(C/C=C/c1ccccc1)Nc1cccc(Br)c1,IC50,=,30900.0,nM
CHEMBL1830141,O=C(/C=C/c1cccc(O)c1)Nc1cccc(Cl)c1,IC50,=,1330.0,nM
CHEMBL1830142,O=C(/C=C/c1cccc(O)c1)Nc1cccc(Br)c1,IC50,=,1010.0,nM
CHEMBL1830143,O=C(/C=C/c1ccc(O)cc1)Nc1cccc(Cl)c1,IC50,=,32.0,nM
CHEMBL1830144,O=C(/C=C/c1ccc(O)cc1)Nc1cccc(Br)c1,IC50,=,26.0,nM
CHEMBL1830145,N#Cc1cccc(/C=C/C(=O)Nc2cccc(Cl)c2)c1,IC50,=,90.0,nM
CHEMBL1830146,N#Cc1cccc(/C=C/C(=O)Nc2cccc(Br)c2)c1,IC50,=,59.0,nM
CHEMBL1830147,N#Cc1ccc(/C=C/C(=O)Nc2cccc(Cl)c2)cc1,IC50,=,407.0,nM
CHEMBL1830148,N#Cc1ccc(/C=C/C(=O)Nc2cccc(Br)c2)cc1,IC50,=,289.0,nM
CHEMBL1835223,COc1ccc2oc(=O)c(-c3cccc(C)c3)cc2c1,IC50,=,17.05,nM
CHEMBL1835224,COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1,IC50,=,1.52,nM
CHEMBL1835225,Cc1ccc(-c2cc3cc(O)ccc3oc2=O)cc1,IC50,=,67.1,nM
CHEMBL1835226,CC(=O)COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1,IC50,=,5520.0,nM
CHEMBL1835227,Cc1ccc(-c2cc3cc(OC4CCCC4)ccc3oc2=O)cc1,IC50,=,14470.0,nM
CHEMBL1783714,Cc1ccc2oc(=O)c(-c3ccccc3)cc2c1,IC50,=,283.75,nM
CHEMBL1835228,Cc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,IC50,=,0.31,nM
CHEMBL1835229,Cc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,IC50,=,15.01,nM
CHEMBL572233,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,IC50,=,13.05,nM
CHEMBL570731,COc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,IC50,=,0.8,nM
CHEMBL1783715,COc1cc(OC)cc(-c2cc3cc(C)ccc3oc2=O)c1,IC50,=,8.98,nM
CHEMBL1835230,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1OC,IC50,=,2.73,nM
CHEMBL1783716,COc1cc(-c2cc3cc(C)ccc3oc2=O)cc(OC)c1OC,IC50,=,160.64,nM
CHEMBL1835231,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1Br,IC50,=,0.74,nM
CHEMBL1835232,COc1cc(-c2cc3cc(C)ccc3oc2=O)ccc1Br,IC50,=,3.25,nM
CHEMBL1835233,COc1cc(OC)c(Br)c(-c2cc3cc(C)ccc3oc2=O)c1,IC50,=,54030.0,nM
CHEMBL577099,Cc1ccc2oc(=O)c(-c3ccc(O)cc3)cc2c1,IC50,=,155.59,nM
CHEMBL1835326,Cc1ccc2oc(=O)c(-c3cccc(O)c3)cc2c1,IC50,=,650.03,nM
CHEMBL1835327,Cc1ccc2oc(=O)c(-c3ccccc3O)cc2c1,IC50,=,120.02,nM
CHEMBL1835328,CC(=O)COc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,IC50,=,180.04,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,19.6,nM
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,IC50,=,7540.0,nM
CHEMBL1911926,C#CCN(CCF)[C@H](C)Cc1ccccc1,IC50,>,2000.0,nM
CHEMBL1911927,C#CCN(C)[C@H](C)[C@H](F)c1ccccc1,IC50,>,2000.0,nM
CHEMBL1911928,C#CCN(C)[C@H](CF)Cc1ccccc1,IC50,=,170.5,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,85.2,nM
CHEMBL1917526,O=C1c2ccccc2C2=NCCc3cccc1c32,IC50,>,100000.0,nM
CHEMBL1651054,COc1cc2c3c(c1)C(=O)c1ccccc1C3=NCC2,IC50,>,100000.0,nM
CHEMBL1917527,COc1cc2c3c(c1O)C(=O)c1ccccc1C3=NCC2,IC50,>,100000.0,nM
CHEMBL461133,O=C1c2ccccc2-c2nccc3cccc1c23,IC50,>,100000.0,nM
CHEMBL1651055,COc1cc2c3c(nccc3c1)-c1ccccc1C2=O,IC50,>,100000.0,nM
CHEMBL1917528,COc1cc2ccnc3c2c(c1O)C(=O)c1ccccc1-3,IC50,>,100000.0,nM
CHEMBL1917529,O=C1c2ccccc2-c2nccc3cc(O)cc1c23,IC50,>,100000.0,nM
CHEMBL1917530,COC1=Cc2ccnc3c2c(cc2ccccc23)C1=O,IC50,>,100000.0,nM
CHEMBL1917531,COc1cc2c3c(c1)C(=O)C1=C(CCCC1)C3=NCC2,IC50,>,50000.0,nM
CHEMBL1917532,COc1cc2c3c(c1)C(O)c1ccccc1C3NCC2,IC50,>,50000.0,nM
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,=,63410.0,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,17.0,nM
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,IC50,=,7540.0,nM
CHEMBL1927665,Cn1c(=O)c2c(nc(Sc3ccccc3)n2C)n(C)c1=O,IC50,=,33200.0,nM
CHEMBL1927666,Cn1c(=O)c2c(nc(SCc3ccccc3)n2C)n(C)c1=O,IC50,=,1860.0,nM
CHEMBL1927667,Cn1c(=O)c2c(nc(SCCc3ccccc3)n2C)n(C)c1=O,IC50,=,223.0,nM
CHEMBL1927668,Cn1c(=O)c2c(nc(SCCOc3ccccc3)n2C)n(C)c1=O,IC50,=,332.0,nM
CHEMBL1927669,Cn1c(=O)c2c(nc(SCc3ccc(Cl)cc3)n2C)n(C)c1=O,IC50,=,192.0,nM
CHEMBL1927670,Cn1c(=O)c2c(nc(SCc3ccc(Br)cc3)n2C)n(C)c1=O,IC50,=,167.0,nM
CHEMBL1461072,Cn1c(=O)c2c(nc(SCc3ccc(F)cc3)n2C)n(C)c1=O,IC50,=,348.0,nM
CHEMBL1927672,CC(C)CCSc1nc2c(c(=O)n(C)c(=O)n2C)n1C,IC50,=,2620.0,nM
CHEMBL1927673,Cn1c(=O)c2c(nc(SC3CCCCC3)n2C)n(C)c1=O,IC50,=,13100.0,nM
CHEMBL1927674,Cn1c(=O)c2c(nc(SC3CCCC3)n2C)n(C)c1=O,IC50,=,20900.0,nM
CHEMBL1927675,Cn1c(=O)c2c(nc(Sc3ccc4ccccc4c3)n2C)n(C)c1=O,IC50,=,3600.0,nM
CHEMBL1927677,Cn1c(=O)c2c(nc(NCCc3ccccc3)n2C)n(C)c1=O,IC50,=,17600.0,nM
CHEMBL1927679,Cn1c(=O)c2c(nc(NCCCCc3ccccc3)n2C)n(C)c1=O,IC50,=,9600.0,nM
CHEMBL1927680,Cn1c(=O)c2c(nc(NCCc3ccccn3)n2C)n(C)c1=O,IC50,=,19400.0,nM
CHEMBL1927681,Cn1c(=O)c2c(nc(NCCc3cccc(Cl)c3)n2C)n(C)c1=O,IC50,=,24400.0,nM
CHEMBL1927683,CN(CCc1ccccc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,IC50,=,16800.0,nM
CHEMBL1927684,CN(CCCCc1ccccc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,IC50,=,2970.0,nM
CHEMBL1927671,COc1ccc(CSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,IC50,,,
CHEMBL1927676,Cn1c(=O)c2c(nc(Nc3ccccc3)n2C)n(C)c1=O,IC50,,,
CHEMBL1451750,Cn1c(=O)c2c(nc(NCc3ccccc3)n2C)n(C)c1=O,IC50,,,
CHEMBL1927678,Cn1c(=O)c2c(nc(NCCCc3ccccc3)n2C)n(C)c1=O,IC50,,,
CHEMBL1927682,Cn1c(=O)c2c(nc(NC3CCCC3)n2C)n(C)c1=O,IC50,,,
CHEMBL1934039,Fc1ccc(-c2csc(N/N=C/c3ccccc3)n2)cc1,IC50,=,790.0,nM
CHEMBL1934040,Fc1ccc(-c2csc(N/N=C/c3ccc(Cl)cc3)n2)cc1,IC50,=,1320.0,nM
CHEMBL1934041,COc1ccc(/C=N/Nc2nc(-c3ccc(F)cc3)cs2)cc1OC,IC50,=,2390.0,nM
CHEMBL1934042,COc1ccc(/C=N/Nc2nc(-c3ccc(F)cc3)cs2)cc1,IC50,=,9240.0,nM
CHEMBL1934043,Cc1ccccc1/C=N/Nc1nc(-c2ccc(F)cc2)cs1,IC50,=,190.0,nM
CHEMBL1934044,Cc1ccc(/C=N/Nc2nc(-c3ccc(F)cc3)cs2)cc1,IC50,=,44740.0,nM
CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,=,61350.0,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,19.0,nM
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,IC50,=,7540.0,nM
CHEMBL1917495,COc1ccc(-c2c(O)c3ccccc3oc2=O)cc1,IC50,=,69590.0,nM
CHEMBL1934673,COc1ccc(-c2c(O)c3cc(C)ccc3oc2=O)cc1,IC50,=,32040.0,nM
CHEMBL1934675,COc1ccc(-c2c(O)c3ccccc3oc2=O)cc1Cl,IC50,=,9260.0,nM
CHEMBL1934676,COc1ccc(-c2c(O)c3cc(C)ccc3oc2=O)cc1Cl,IC50,=,42680.0,nM
CHEMBL1934677,COc1ccc(-c2c(O)c3cc(Cl)ccc3oc2=O)cc1Cl,IC50,=,2790.0,nM
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,IC50,=,7540.0,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,17.0,nM
CHEMBL1938474,C1=CCN(CCc2ccccc2)CC1,IC50,=,1184400.0,nM
CHEMBL1938475,Fc1ccc(CCN2CC=CCC2)cc1,IC50,=,5265900.0,nM
CHEMBL1938476,COc1ccc(CCN2CC=CCC2)cc1,IC50,=,96100.0,nM
CHEMBL1938477,COc1ccc(CCN2CC=CCC2)cc1OC,IC50,=,1362900.0,nM
CHEMBL1938478,C1=CCN(CCCc2ccccc2)CC1,IC50,=,812500.0,nM
CHEMBL1938479,Clc1ccc(CCN2CC=CCC2)c(Cl)c1,IC50,=,67200.0,nM
CHEMBL1938480,O=[N+]([O-])c1ccc(CCN2CC=CCC2)cc1,IC50,=,271900.0,nM
CHEMBL1938481,C1=CCN(Cc2ccccc2)CC1,IC50,=,6536800.0,nM
CHEMBL1938482,CC1=CCN(CCc2ccccc2)CC1,IC50,=,1245100.0,nM
CHEMBL75228,c1ccc(CCN2CCCCC2)cc1,IC50,=,761500.0,nM
CHEMBL1938483,Clc1ccc(OCCCN2CC=CCC2)c(Cl)c1,IC50,=,66400.0,nM
CHEMBL323988,O=c1ccoc2ccc(OCc3ccccc3)cc12,IC50,=,53.0,nM
CHEMBL1945150,O=c1ccoc2ccc(OCCc3ccccc3)cc12,IC50,=,21.0,nM
CHEMBL1945151,O=c1ccoc2ccc(OCCCc3ccccc3)cc12,IC50,=,57.0,nM
CHEMBL1945152,O=c1ccoc2ccc(OCc3cccc(Cl)c3)cc12,IC50,=,3.6,nM
CHEMBL1945153,O=c1ccoc2ccc(OCc3ccc(Cl)cc3)cc12,IC50,=,2.0,nM
CHEMBL1945154,O=c1ccoc2ccc(OCc3cccc(Br)c3)cc12,IC50,=,2.0,nM
CHEMBL1945155,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12,IC50,=,3.3,nM
CHEMBL1945156,O=c1ccoc2ccc(OCc3cccc(F)c3)cc12,IC50,=,13.0,nM
CHEMBL1945157,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,IC50,=,8.4,nM
CHEMBL1945158,Cc1cccc(COc2ccc3occc(=O)c3c2)c1,IC50,=,19.0,nM
CHEMBL1945159,Cc1ccc(COc2ccc3occc(=O)c3c2)cc1,IC50,=,6.0,nM
CHEMBL1945160,N#Cc1cccc(COc2ccc3occc(=O)c3c2)c1,IC50,=,76.0,nM
CHEMBL1945271,N#Cc1ccc(COc2ccc3occc(=O)c3c2)cc1,IC50,=,22.0,nM
CHEMBL1945272,O=c1ccoc2ccc(OCc3ccc(C(F)(F)F)cc3)cc12,IC50,=,2.0,nM
CHEMBL1945273,O=c1ccoc2ccc(OCCc3ccc(Br)cc3)cc12,IC50,=,27.0,nM
CHEMBL1946643,O=C1NC(=O)/C(=C\c2ccc(Br)cc2)S1,IC50,=,228.0,nM
CHEMBL1946644,CCOC1CC(c2ccccc2)=NN1c1ccc([N+](=O)[O-])cc1,IC50,=,921.0,nM
CHEMBL1477100,COc1ccc(NC(=O)N2CCc3ccccc32)cc1,IC50,=,2620.0,nM
CHEMBL3145271,Cc1[nH]n(-c2ccccc2)c(=O)c1/C=N/NC(=O)c1cccnc1,IC50,=,13320.0,nM
CHEMBL1946826,CN(C)c1ccc(/C=C2\Oc3ccccc3C2=O)cc1,IC50,=,99.0,nM
CHEMBL1946827,Cc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O,IC50,=,3350.0,nM
CHEMBL596254,O=C1/C(=C/c2ccc(Cl)cc2)Oc2ccccc21,IC50,=,305.0,nM
CHEMBL1946828,CN(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1,IC50,=,242.0,nM
CHEMBL1172318,O=C1/C(=C/c2ccccc2O)Oc2cc(O)ccc21,IC50,=,11550.0,nM
CHEMBL1950700,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccccc1F,IC50,=,3830.0,nM
CHEMBL1950701,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(F)c1,IC50,=,10800.0,nM
CHEMBL537732,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)cc1,IC50,=,33400.0,nM
CHEMBL1950702,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)c(F)c1,IC50,=,3650.0,nM
CHEMBL1950703,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)cc1F,IC50,=,11700.0,nM
CHEMBL1950704,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(C(F)(F)F)cc1,IC50,=,150.0,nM
CHEMBL1950705,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccccc1Br,IC50,=,1580.0,nM
CHEMBL1950706,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(Br)c1,IC50,=,1540.0,nM
CHEMBL1950707,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccccc1Cl,IC50,=,2250.0,nM
CHEMBL1950708,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(Cl)c1,IC50,=,2530.0,nM
CHEMBL1950709,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(Cl)cc1,IC50,=,4300.0,nM
CHEMBL537735,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(Cl)cc1Cl,IC50,=,1540.0,nM
CHEMBL1950710,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cc(Cl)c(Cl)cc1Cl,IC50,=,3530.0,nM
CHEMBL534756,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(Cl)c(Cl)c1,IC50,=,550.0,nM
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,=,94500.0,nM
CHEMBL2023193,C#CCN[C@H]1c2ccccc2C[C@@H]1[18F],IC50,=,27.0,nM
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,IC50,=,46.0,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,13.0,nM
CHEMBL2029527,NC/C=C(/F)COc1ccccc1,IC50,=,180.0,nM
CHEMBL2029531,COc1ccc(OC/C(F)=C\CN)cc1,IC50,=,310.0,nM
CHEMBL2029532,NC/C=C(/F)COc1ccc(Oc2ccccc2)cc1,IC50,=,450.0,nM
CHEMBL2029533,NC/C=C(/F)COc1cccc(Cl)c1,IC50,=,30.0,nM
CHEMBL2029534,CSc1ccc(OC/C(F)=C\CN)cc1,IC50,=,160.0,nM
CHEMBL2029535,CC(C)(C)c1ccc(OC/C(F)=C\CN)cc1,IC50,=,6400.0,nM
CHEMBL2029536,NC/C=C(/F)COc1ccc(OC(F)(F)F)cc1,IC50,=,70.0,nM
CHEMBL2029537,NC/C=C(/F)COc1ccc([N+](=O)[O-])cc1,IC50,=,10.0,nM
CHEMBL2029538,NC/C=C(/F)COc1ccc(F)c(F)c1,IC50,=,90.0,nM
CHEMBL2029539,NC/C=C(/F)COc1ccc(C(F)(F)F)cc1,IC50,=,130.0,nM
CHEMBL2029540,NC/C=C(/F)COc1cccc(C(F)(F)F)c1,IC50,=,30.0,nM
CHEMBL2029541,NC/C=C(/F)COc1ccc(C(N)=O)cc1,IC50,>,30000.0,nM
CHEMBL2029542,CN(C)C(=O)c1ccc(OC/C(F)=C\CN)cc1,IC50,=,18990.0,nM
CHEMBL2029543,NC/C=C(/F)COc1ccc(C(=O)N2CCCC2)cc1,IC50,=,10960.0,nM
CHEMBL2029544,CN(Cc1ccccc1)C(=O)c1ccc(OC/C(F)=C\CN)cc1,IC50,=,2210.0,nM
CHEMBL2029545,NC/C=C(/F)COc1ccc(C(=O)NC2CCCC2)cc1,IC50,=,1640.0,nM
CHEMBL2029546,NC/C=C(/F)COc1ccc(C(=O)NC2CCCCC2)cc1,IC50,=,1120.0,nM
CHEMBL2029547,NC/C=C(/F)COc1ccc(C(=O)NCc2ccccc2)cc1,IC50,=,620.0,nM
CHEMBL2029548,CC(NC(=O)c1ccc(OC/C(F)=C\CN)cc1)c1ccccc1,IC50,=,2980.0,nM
CHEMBL2029549,C[C@@H](NC(=O)c1ccc(OC/C(F)=C\CN)cc1)c1ccccc1,IC50,=,1610.0,nM
CHEMBL2029550,C[C@H](NC(=O)c1ccc(OC/C(F)=C\CN)cc1)c1ccccc1,IC50,=,6430.0,nM
CHEMBL489079,NC/C(=C/F)CCc1ccc(F)cc1,IC50,=,10.0,nM
CHEMBL2058702,C/N=C1\NC(=O)/C(=C/c2c[nH]c3ccccc23)N1,IC50,=,6000.0,nM
CHEMBL2058698,CSC1=NC(=O)/C(=C/c2c[nH]c3cccc(Br)c23)N1,IC50,=,3733.0,nM
CHEMBL2058697,O=C1NC(=S)N/C1=C\c1c[nH]c2c(Br)cccc12,IC50,=,1237.0,nM
CHEMBL2058694,O=C1NC(=S)N/C1=C\c1c[nH]c2cccc(Br)c12,IC50,=,450.0,nM
CHEMBL2058425,C/N=C1/N/C(=C\c2c[nH]c3c(Br)cccc23)C(=O)N1C,IC50,=,4260.0,nM
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,=,45.0,nM
CHEMBL2058706,C/N=C1\NC(=O)/C(=C/c2c[nH]c3c(Br)cccc23)N1,IC50,=,26000.0,nM
CHEMBL2058705,C/N=C1\NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)N1,IC50,=,20700.0,nM
CHEMBL2058704,C/N=C1\NC(=O)/C(=C/c2c[nH]c3ccc(Br)cc23)N1,IC50,=,2000.0,nM
CHEMBL2058703,C/N=C1\NC(=O)/C(=C/c2c[nH]c3cccc(Br)c23)N1,IC50,=,7033.0,nM
CHEMBL2058701,CSC1=NC(=O)/C(=C/c2c[nH]c3c(Br)cccc23)N1,IC50,=,2433.0,nM
CHEMBL2058700,CSC1=NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)N1,IC50,=,1417.0,nM
CHEMBL2058699,CSC1=NC(=O)/C(=C/c2c[nH]c3ccc(Br)cc23)N1,IC50,=,8750.0,nM
CHEMBL1982267,CSC1=N/C(=C\c2c[nH]c3ccccc23)C(=O)N1,IC50,=,59333.0,nM
CHEMBL2058407,CN1C(=N)NC(=O)/C1=C\c1c[nH]c2cccc(Br)c12,IC50,>,100000.0,nM
CHEMBL1173331,CN1C(=N)NC(=O)/C1=C\c1c[nH]c2ccc(Br)cc12,IC50,=,24500.0,nM
CHEMBL2058408,CN1C(=N)NC(=O)/C1=C\c1c[nH]c2cc(Br)ccc12,IC50,=,35667.0,nM
CHEMBL2058409,CN1C(=N)NC(=O)/C1=C\c1c[nH]c2c(Br)cccc12,IC50,=,34333.0,nM
CHEMBL2058150,N=C1NC(=O)/C(=C/c2c[nH]c3ccccc23)N1,IC50,=,33000.0,nM
CHEMBL2058151,N=C1NC(=O)/C(=C/c2c[nH]c3cccc(Br)c23)N1,IC50,=,28333.0,nM
CHEMBL2058696,O=C1NC(=S)N/C1=C\c1c[nH]c2cc(Br)ccc12,IC50,=,2567.0,nM
CHEMBL2058695,O=C1NC(=S)N/C1=C\c1c[nH]c2ccc(Br)cc12,IC50,=,2567.0,nM
CHEMBL541474,O=C1NC(=S)N/C1=C\c1c[nH]c2ccccc12,IC50,=,24333.0,nM
CHEMBL2058429,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3c(Br)cccc23)N1C,IC50,=,2817.0,nM
CHEMBL2058428,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3cc(Br)ccc23)N1C,IC50,=,207.0,nM
CHEMBL2058427,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccc(Br)cc23)N1C,IC50,=,370.0,nM
CHEMBL2058426,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3cccc(Br)c23)N1C,IC50,=,5217.0,nM
CHEMBL512332,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccccc23)N1C,IC50,=,9017.0,nM
CHEMBL2058424,C/N=C1/N/C(=C\c2c[nH]c3cc(Br)ccc23)C(=O)N1C,IC50,=,25733.0,nM
CHEMBL2058423,C/N=C1/N/C(=C\c2c[nH]c3ccc(Br)cc23)C(=O)N1C,IC50,=,16767.0,nM
CHEMBL2058422,C/N=C1/N/C(=C\c2c[nH]c3cccc(Br)c23)C(=O)N1C,IC50,=,26833.0,nM
CHEMBL2058421,C/N=C1/N/C(=C\c2c[nH]c3ccccc23)C(=O)N1C,IC50,=,30467.0,nM
CHEMBL2058420,CN1C(=N)N(C)/C(=C/c2c[nH]c3c(Br)cccc23)C1=O,IC50,=,3117.0,nM
CHEMBL1170237,CN1C(=N)N(C)/C(=C/c2c[nH]c3ccc(Br)cc23)C1=O,IC50,=,2700.0,nM
CHEMBL463249,CN1C(=N)N(C)/C(=C/c2c[nH]c3cc(Br)ccc23)C1=O,IC50,=,447.0,nM
CHEMBL2058419,CN1C(=N)N(C)/C(=C/c2c[nH]c3cccc(Br)c23)C1=O,IC50,=,51167.0,nM
CHEMBL404232,CN1C(=N)N(C)/C(=C/c2c[nH]c3ccccc23)C1=O,IC50,=,10017.0,nM
CHEMBL2058418,C/N=C1\NC(=O)/C(=C\c2c[nH]c3c(Br)cccc23)N1C,IC50,=,12833.0,nM
CHEMBL2058417,C/N=C1\NC(=O)/C(=C\c2c[nH]c3cc(Br)ccc23)N1C,IC50,=,2667.0,nM
